"size_date","size_ret"
"5 1970-06-29",-0.0093606897092953
"3 1970-06-29",-0.0113286065474686
"4 1970-06-29",-0.0112684654870348
"2 1970-06-29",-0.0112799786261384
"1 1970-06-29",-0.00733063988911742
"5 1970-06-30",-0.00719201338608441
"3 1970-06-30",-0.00583400687167833
"4 1970-06-30",-0.00577664226448176
"2 1970-06-30",-0.00272282277246965
"1 1970-06-30",-0.0132580590509866
"5 1970-07-01",0.00560013160563955
"3 1970-07-01",-0.0017119009083625
"4 1970-07-01",-0.000659397869358238
"2 1970-07-01",-0.00257402271747574
"1 1970-07-01",0.000178528186811494
"5 1970-07-02",-0.00294958036048237
"3 1970-07-02",-0.0059510009140752
"4 1970-07-02",-0.00579498639228424
"2 1970-07-02",-0.00312153555436859
"1 1970-07-02",-0.0039804971588302
"5 1970-07-06",-0.0150195005294003
"3 1970-07-06",-0.019308548901286
"4 1970-07-06",-0.014855904794584
"2 1970-07-06",-0.0192567174902112
"1 1970-07-06",-0.0137321764957745
"5 1970-07-07",-0.0106212785804621
"3 1970-07-07",-0.0124407552991538
"4 1970-07-07",-0.0121711987035943
"2 1970-07-07",-0.0128803128539636
"1 1970-07-07",-0.0130334531188567
"5 1970-07-08",0.0244394731700911
"3 1970-07-08",0.0122446153139493
"4 1970-07-08",0.0186441274683114
"2 1970-07-08",0.0105391862141329
"1 1970-07-08",0.00498843242678485
"5 1970-07-09",0.0107071585289543
"3 1970-07-09",0.0172036586400715
"4 1970-07-09",0.0173840169947689
"2 1970-07-09",0.0142805986466898
"1 1970-07-09",0.0130150237193117
"5 1970-07-10",-0.000781273821425858
"3 1970-07-10",0.00969155082103582
"4 1970-07-10",0.00764256774589837
"2 1970-07-10",0.0131096870233733
"1 1970-07-10",0.00937376495922194
"5 1970-07-13",-0.000249126763165121
"3 1970-07-13",0.00185559803440442
"4 1970-07-13",0.00302301331220722
"2 1970-07-13",0.00318190312378097
"1 1970-07-13",0.00201783529089179
